jj,amount,label
0.982,139.552,Individuals
3.732,146.001,Individuals
658.613,4588.93,Individuals
1.431,138.076,Individuals
1.189,139.69,Individuals
5.012,11616.204,Individuals
2.099,138.195,Individuals
0.985,151.178,Individuals
7.444,142.807,Individuals
1.113,145.905,Individuals
621.63,8613.374,Individuals
889.267,6127.945,Individuals
4.984,124.636,Individuals
880.011,6314.697,Individuals
7.243,176.136,Individuals
692.558,4748.826,Individuals
7.128,160.665,Individuals
5.39,143.913,Individuals
4.759,769.576,Individuals
91.627,1949.923,Individuals
18.048,887.241,Individuals
5.85,844.186,Individuals
2.827,17253.952,Individuals
1.079,191.982,Individuals
1.82,140.548,Individuals
4.915,360.148,Individuals
7.465,191.465,Individuals
0.963,207.797,Individuals
5.854,1068.65,Individuals
5.582,151.991,Individuals
1.686,138.337,Individuals
4.267,151.921,Individuals
2.554,181.567,Individuals
8.79,121.316,Individuals
2.922,885.281,Individuals
3.084,4745.216,Individuals
4.798,237.718,Individuals
2.671,159.867,Individuals
383.7,3155.1,Individuals
2.479,137.554,Individuals
2.335,1070.704,Individuals
1.896,148.834,Individuals
7.37,174.677,Individuals
2.47,149.182,Individuals
10.344,148.185,Individuals
2.975,161.727,Individuals
1.937,133.743,Individuals
8.013,146.337,Individuals
3.676,160.262,Individuals
2.358,151.401,Individuals
9.118,9261.893,Individuals
2.481,137.572,Individuals
871.963,7014.442,Individuals
1.217,139.076,Individuals
7.225,198.648,Individuals
1163.747,7607.73,Individuals
7.378,369.588,Individuals
17.126,394.764,Individuals
5.534,191.751,Individuals
8.986,1709.38,Individuals
7.217,790.141,Individuals
7.597,139.659,Individuals
883.007,5983.549,Individuals
1.289,314.567,Individuals
1.038,139.587,Individuals
1.06,156.098,Individuals
1.362,137.011,Individuals
2.383,7493.678,Individuals
10.67,121.26,Individuals
2.099,147.02,Individuals
7.015,418.5,Individuals
5.615,138.808,Individuals
1.031,139.584,Individuals
6.686,178.054,Individuals
3.997,359.888,Individuals
8.964,15580.895,Individuals
10.172,124.089,Individuals
1.037,199.159,Individuals
10.863,246.645,Individuals
1.368,144.421,Individuals
1.092,956.42,Individuals
3.814,132.165,Individuals
8.138,133.637,Individuals
2.06,210.877,Individuals
1.257,3746.359,Individuals
0.836,174.298,Individuals
22.584,160.021,Individuals
1.061,291.005,Individuals
7.58,139.623,Individuals
106.032,117.84,Individuals
5.235,150.874,Individuals
1.49,148.424,Individuals
5.243,13671.283,Individuals
7.508,144.161,Individuals
7.762,225.011,Individuals
10.391,478135.946,Individuals
7.162,139.673,Individuals
9.101,261.15,Individuals
9.1,892.093,Individuals
9.514,126.527,Individuals
31.178,307.802,Individuals
9.612,120.69,Individuals
9.484,237.923,Individuals
3.136,1152.579,Individuals
7.162,139.664,Individuals
8.685,136.398,Individuals
7.079,152.096,Individuals
7.28,140.014,Individuals
7.148,230.651,Individuals
8.591,191.292,Individuals
1.451,142.289,Individuals
9.181,6782.332,Individuals
261.736,3201.819,Individuals
1.532,140.413,Individuals
39.877,1233.41,Individuals
3.533,142.737,Individuals
1926.711,8390.775,Individuals
129.604,4522.078,Individuals
8.929,202.097,Individuals
8.407,596.907,Individuals
815.761,5123.108,Individuals
1.102,198.228,Individuals
1.536,141.35,Individuals
7.408,296.246,Individuals
56.215,1164.26,Individuals
7.835,200.282,Individuals
36.379,2226.242,Individuals
2.495,198.99,Individuals
1.563,143.688,Individuals
235.081,5811.07,Individuals
1.401,196.261,Individuals
7.043,140.737,Individuals
2.539,137.746,Individuals
1.034,172.189,Individuals
815.525,5927.277,Individuals
220.47,15969.88,Individuals
11.526,29313.666,Individuals
1.081,142.778,Individuals
5.135,763.002,Individuals
1.057,172.205,Individuals
6.988,139.556,Individuals
6.925,140.82,Individuals
7.074,196.471,Individuals
2.968,328.13,Individuals
1.002,212.097,Individuals
9.156,175.854,Individuals
1090.529,7351.45,Individuals
933.114,6446.31,Individuals
2.627,353.82,Individuals
239.801,5188.912,Individuals
6.705,139.571,Individuals
7.272,140.8,Individuals
3.343,681,Individuals
1.797,135.575,Individuals
10.931,173.381,Individuals
6.548,247.838,Individuals
1.141,256.354,Individuals
28.258,112.426,Individuals
6.017,173.193,Individuals
207.85,2420.26,Individuals
1.403,137.201,Individuals
10.618,27977.072,Individuals
1.821,154.134,Individuals
7.376,140.431,Individuals
327.366,8472.358,Individuals
1.258,553.789,Individuals
1.055,138.683,Individuals
3.963,216.853,Individuals
64.679,20374.384,Individuals
3.133,950.193,Individuals
4.54,148.949,Individuals
1.228,295.705,Individuals
13.747,112362.268,Individuals
2.213,8464.135,Individuals
1.441,141.401,Individuals
8.149,524453.746,Individuals
692.356,5504.063,Individuals
8.652,142.82,Individuals
6.078,13184.548,Individuals
0.911,161.18,Individuals
5.023,126.269,Individuals
543.047,10000.713,Individuals
1.624,367.524,Individuals
7.603,152.332,Individuals
33.518,1545.703,Individuals
2.743,1398.396,Individuals
4.977,142.422,Individuals
1.054,138.685,Individuals
6.259,124.368,Individuals
12.996,240.169,Individuals
8.237,138.869,Individuals
11.085,239.364,Individuals
1.276,288.896,Individuals
5.621,140.657,Individuals
1.284,137.839,Individuals
58.625,1227.094,Individuals
4.897,126.554,Individuals
4.455,133.282,Individuals
1.595,137.493,Individuals
5.451,161.98,Individuals
1.089,195.269,Individuals
5.415,152.927,Individuals
1082.188,7864.73,Individuals
5.765,136.099,Individuals
3.161,763.614,Individuals
12.04,25259.144,Individuals
2.298,782.58,Individuals
11.316,123.858,Individuals
4.395,131.007,Individuals
1.154,138.738,Individuals
4.852,162.967,Individuals
1.249,142.268,Individuals
1.777,144.943,Individuals
2.124,140.38,Individuals
20.095,183876.376,Individuals
7.53,1294.427,Individuals
11.009,189.813,Individuals
958.611,7301.337,Individuals
1.384,143.462,Individuals
7.399,139.553,Individuals
2.793,671.246,Individuals
3.21,131.838,Individuals
113.973,16695.81,Individuals
2.99,209.489,Individuals
1.121,181.593,Individuals
3.131,142.379,Individuals
5.89,15948.368,Individuals
4.143,281017.301,Individuals
5.34,140.502,Individuals
4.34,126.985,Individuals
0.926,16989.73,Individuals
5.367,1003.701,Individuals
20.826,1376.563,Individuals
663.036,5320.475,Individuals
61.966,1513.527,Individuals
5.882,235.836,Individuals
10.06,165.847,Individuals
1.068,201.649,Individuals
930.332,6036.685,Individuals
11.256,84119.787,Individuals
0.883,274.992,Individuals
2.671,142.99,Individuals
962.755,8496.826,Individuals
5.039,140.442,Individuals
20.69,126.035,Individuals
263.105,3066.617,Individuals
7.345,577.832,Individuals
6.311,150.982,Individuals
1.448,306.47,Individuals
11.475,192.407,Individuals
20.418,120.408,Individuals
5.416,169.532,Individuals
5.56,309.773,Individuals
21.006,110.072,Individuals
20.711,120.696,Individuals
20.577,308.465,Individuals
1.39,141.562,Individuals
20.21,117.924,Individuals
6.233,149.9,Individuals
6.107,150.984,Individuals
6.564,392.029,Individuals
21.633,123.449,Individuals
6.154,274.194,Individuals
7.626,139.554,Individuals
23.94,112.257,Individuals
3.119,965.864,Individuals
22.698,127.355,Individuals
2.696,160.714,Individuals
138.928,4712.798,Individuals
26.612,120.698,Individuals
163.976,4159.468,Individuals
2.852,157.944,Individuals
7.432,154.793,Individuals
6.48,141.451,Individuals
7.223,4702.092,Individuals
10.053,634.81,Individuals
9.605,126.619,Individuals
21.233,123.68,Individuals
18.307,139.186,Individuals
7.706,159.498,Individuals
4.191,134.515,Individuals
4.301,139.561,Individuals
7.202,859.933,Individuals
3.983,279.846,Individuals
10.608,129.218,Individuals
21.131,145.112,Individuals
10.887,128.456,Individuals
4.362,223.76,Individuals
7.296,232.829,Individuals
1.821,134.462,Individuals
2.542,62952.791,Individuals
3.361,138.225,Individuals
3.56,300.068,Individuals
1.465,141.747,Individuals
1.13,138.268,Individuals
7.144,140.177,Individuals
8.143,12108.383,Individuals
11.121,856.727,Individuals
60.06,2796.911,Individuals
2.67,153.571,Individuals
5.034,416.079,Individuals
3.125,818.104,Individuals
5.483,276.23,Individuals
2.701,136.722,Individuals
7.576,1592.921,Individuals
4.688,139.554,Individuals
5.371,147.838,Individuals
100.908,8293.639,Individuals
3.108,768.475,Individuals
6.726,900.666,Individuals
5.731,218.272,Individuals
14.233,859.08,Individuals
14.354,128.701,Individuals
2.648,154.5,Individuals
4.764,143.051,Individuals
7.009,163.998,Individuals
8.24,164.184,Individuals
22.013,3150.508,Individuals
6.666,212.454,Individuals
9.077,152.554,Individuals
4.074,154.769,Individuals
7.062,145.519,Individuals
13.682,875.573,Individuals
9.049,150.653,Individuals
668.886,5627.302,Individuals
2.515,191.424,Individuals
2.282,1376.943,Individuals
2.477,178.843,Individuals
6.867,213.896,Individuals
6.575,140.756,Individuals
161.585,3004.402,Individuals
5.284,1072.032,Individuals
2.117,184.328,Individuals
0.989,141.426,Individuals
247.6,2751.474,Individuals
1.795,2042.056,Individuals
58.719,2895.454,Individuals
1.406,143.528,Individuals
1.8,343.855,Individuals
3.284,154.236,Individuals
8.301,180.882,Individuals
8.708,21868.199,Individuals
1.061,139.937,Individuals
8.477,173.808,Individuals
7.78,185.488,Individuals
6.976,203.955,Individuals
5.744,213.314,Individuals
1.084,140.347,Individuals
890.301,5898.464,Individuals
1.072,139.939,Individuals
3.159,236.055,Individuals
5.363,141.868,Individuals
10.642,123.732,Individuals
7.666,137.799,Individuals
4.618,892.323,Individuals
1.167,139.551,Individuals
7.605,729.485,Individuals
2.813,160.379,Individuals
2.887,138.379,Individuals
1.042,139.931,Individuals
1.079,139.911,Individuals
1.178,139.677,Individuals
1.571,147.75,Individuals
345.146,8280.466,Individuals
6.72,971.345,Individuals
1.677,5750.706,Individuals
2.337,133.21,Individuals
2.939,140.038,Individuals
1.711,1554.253,Individuals
6.747,139.537,Individuals
7.265,699.05,Individuals
6.947,144.624,Individuals
402.853,3940.335,Individuals
369.884,2812.261,Individuals
8.039,263.939,Individuals
7.221,142.337,Individuals
6.942,297.699,Individuals
16.224,130.05,Individuals
12.197,7402.738,Individuals
7.265,698.449,Individuals
7.259,1174.331,Individuals
1.004,650.386,Individuals
1086.935,8613.381,Individuals
7.295,139.357,Individuals
8.23,156.218,Individuals
189.34,2245.699,Individuals
7.557,175.839,Individuals
118.221,3773.168,Individuals
20.384,140.907,Individuals
16.935,141.875,Individuals
2.095,230.484,Individuals
2.393,202.623,Individuals
0.988,139.548,Individuals
2.843,15763.461,Individuals
376.719,4268.92,Individuals
8.285,135.251,Individuals
21.455,141.397,Individuals
26.871,129.579,Individuals
8.822,791.856,Individuals
15.058,81127.039,Individuals
4.98,163.712,Individuals
7.416,133.279,Individuals
24.957,1100.99,Individuals
1.089,137.765,Individuals
10.56,163.557,Individuals
8.119,181.321,Individuals
20.961,651.744,Individuals
23.969,1808.926,Individuals
613.441,3880.362,Individuals
0.996,196.636,Individuals
1.807,144.41,Individuals
2.938,984.027,Individuals
729.465,4891.991,Individuals
3.724,147.661,Individuals
1.178,383.69,Individuals
3.446,10391.899,Individuals
1.207,145.309,Individuals
7.884,550.057,Individuals
3.245,176.149,Individuals
0.997,139.543,Individuals
3.523,139.91,Individuals
9.278,134.802,Individuals
1.386,148.002,Individuals
7.106,474.55,Individuals
1.504,137.296,Individuals
1.097,213.405,Individuals
0.985,146.627,Individuals
2.546,1084.04,Individuals
1.224,145.352,Individuals
5.921,209.294,Individuals
18.227,175.487,Individuals
2.123,139.874,Individuals
6.372,161.305,Individuals
6.729,152.092,Individuals
204.231,2421.702,Individuals
10.51,185.98,Individuals
4.712,167.671,Individuals
13.436,193268.633,Individuals
7.251,164.82,Individuals
7.321,181.118,Individuals
7.183,142.094,Individuals
3.136,1874.301,Individuals
2.016,3267.556,Individuals
5.819,158.412,Individuals
7.958,218.59,Individuals
5.074,145.21,Individuals
7.285,141.167,Individuals
0.974,142.721,Individuals
4.713,1220.912,Individuals
6.558,172.625,Individuals
1.485,158.738,Individuals
2.433,160.161,Individuals
11.026,27465.951,Individuals
7.385,142.786,Individuals
5.503,233.068,Individuals
3.988,355.686,Individuals
6.418,138.984,Individuals
1.467,141.766,Individuals
1.394,142.173,Individuals
2.167,3634.922,Individuals
2.312,1792.434,Individuals
7.333,189.01,Individuals
19.618,175.586,Individuals
8.297,172062.82,Individuals
7.136,149.175,Individuals
1.239,139.167,Individuals
4.846,132.55,Individuals
3.155,199.132,Individuals
8.14,133.709,Individuals
7.921,11498.913,Individuals
3.879,138.072,Individuals
5.686,136.952,Individuals
1.797,184.255,Individuals
5.187,135.673,Individuals
5.006,143.404,Individuals
7.115,185.195,Individuals
997.757,8699.367,Individuals
3.423,169.967,Individuals
7.851,144.485,Individuals
2.672,139.886,Individuals
7.489,140.892,Individuals
0.992,139.528,Individuals
1.502,389.284,Individuals
2.939,152.599,Individuals
6.818,121.811,Individuals
4.121,1342.231,Individuals
6.945,134.984,Individuals
3.879,138.106,Individuals
8.768,146.993,Individuals
6.655,3158.604,Individuals
3.259,11501.766,Individuals
1067.039,8849.963,Individuals
7.396,1385.29,Individuals
1.074,140.389,Individuals
1.313,168.09,Individuals
4.698,139.51,Individuals
233.728,6292.851,Individuals
366.376,3186.09,Individuals
7.675,134.22,Individuals
2.092,130.616,Individuals
4.592,136.865,Individuals
3.131,436.405,Individuals
6.642,172.499,Individuals
4.587,150.526,Individuals
4.273,138.389,Individuals
6.199,1376.048,Individuals
27.19,744.767,Individuals
5.018,147.577,Individuals
1.232,239.061,Individuals
8.003,138.317,Individuals
4.356,136.915,Individuals
5.403,177.972,Individuals
6.809,1384.055,Individuals
4.679,138.375,Individuals
5.41,170.294,Individuals
1.016,163.666,Individuals
10.409,116.773,Individuals
1.468,430.976,Individuals
5.641,432.377,Individuals
654.922,7006.32,Individuals
4.332,144.966,Individuals
5.018,147.576,Individuals
2.918,196.27,Individuals
10.034,15287.692,Individuals
0.934,827.347,Individuals
1.393,142.266,Individuals
2.015,632.821,Individuals
2.076,142.378,Individuals
1.014,1278.411,Individuals
2.736,138.356,Individuals
7.552,369.742,Individuals
13.915,116.892,Individuals
5.002,7625.444,Individuals
9.317,3969.706,Individuals
7.564,180.655,Individuals
1.389,146.515,Individuals
1.051,139.517,Individuals
8.243,879939.421,Individuals
1.446,135.731,Individuals
0.975,141.524,Individuals
4.167,174.284,Individuals
1.798,5677.311,Individuals
3.094,130.503,Individuals
2.857,10512.072,Individuals
7.633,142.331,Individuals
462.058,5450.209,Individuals
6.643,508.211,Individuals
4.468,21455.091,Individuals
6.977,12301.605,Individuals
4.386,814.575,Individuals
4.278,154.806,Individuals
11.472,19487.551,Individuals
669.437,2674.674,Individuals
10.424,136.483,Individuals
2.857,129.916,Individuals
18.307,127.804,Individuals
1.136,158.566,Individuals
5.423,196.941,Individuals
12.682,29621.005,Individuals
12.336,119.067,Individuals
1.498,177.521,Individuals
100.624,3424.16,Individuals
5.42,151.175,Individuals
12.391,177.414,Individuals
82.459,4284.899,Individuals
2.911,125.231,Individuals
20.027,136.067,Individuals
2.467,8946.209,Individuals
6.566,866.102,Individuals
2.858,141.307,Individuals
4.751,145.711,Individuals
11.116,122.944,Individuals
5.124,197.543,Individuals
5.424,25702.39,Individuals
1.277,163.901,Individuals
7.724,1067.735,Individuals
1.879,207.933,Individuals
3.247,10417.744,Individuals
8.901,3420.51,Individuals
18.511,126.534,Individuals
1326.86,7701.096,Individuals
2.973,186.612,Individuals
20.038,13761.798,Individuals
10.147,120.189,Individuals
16.132,122.867,Individuals
1.581,669.118,Individuals
2.629,148.49,Individuals
200.833,2244.275,Individuals
11.157,484.618,Individuals
18.834,141.853,Individuals
20.831,130.777,Individuals
2.145,271.129,Individuals
4.537,128.487,Individuals
8.295,12305.81,Individuals
3.142,423.855,Individuals
4.646,164.443,Individuals
1.315,1908.174,Individuals
2.627,148.632,Individuals
210.61,5733.363,Individuals
205.037,5980.941,Individuals
137.556,1763.697,Individuals
3.097,331.149,Individuals
7.756,135.977,Individuals
13.298,885.137,Individuals
1.051,139.518,Individuals
3.202,509.689,Individuals
10.703,397.325,Individuals
5.282,531.134,Individuals
1.341,195.556,Individuals
1.731,133.952,Individuals
8.795,164.886,Individuals
3.784,338.139,Individuals
220.636,2690.157,Individuals
3.983,158.607,Individuals
1.378,135.967,Individuals
7.769,135.661,Individuals
1.985,133.254,Individuals
7.33,139.572,Individuals
2.334,157.212,Individuals
23.433,184.598,Individuals
7.479,151.118,Individuals
409.555,3162.304,Individuals
4.162,140.048,Individuals
6.912,234.379,Individuals
1.063,489.297,Individuals
1.315,832.697,Individuals
1.101,145.727,Individuals
1.976,132.567,Individuals
7.454,140.696,Individuals
7.141,163.544,Individuals
11.682,172.659,Individuals
8.266,166.642,Individuals
1.36,139.972,Individuals
1.369,139.632,Individuals
7.401,136.19,Individuals
1.207,161.992,Individuals
1.11,248.731,Individuals
0.992,139.533,Individuals
3.648,146.006,Individuals
0.875,1363.516,Individuals
2.505,179.347,Individuals
3.35,164.095,Individuals
7.993,137.136,Individuals
2.404,6727.585,Individuals
7.467,177.496,Individuals
6.273,133.041,Individuals
7.563,159.355,Individuals
421.56,2574.686,Individuals
3.046,194.229,Individuals
1.163,324.773,Individuals
4.541,206.793,Individuals
31.611,963.64,Individuals
1.978,131.563,Individuals
2.541,141.937,Individuals
4.959,16267.743,Individuals
5.9,146.253,Individuals
12.157,145.083,Individuals
140.538,3629.246,Individuals
7.823,133.289,Individuals
4.555,399.355,Individuals
7.069,249.5,Individuals
1.577,274.961,Individuals
11.5,798927.301,Individuals
17.641,729.818,Individuals
7.424,171.401,Individuals
6.949,185.92,Individuals
2.506,9775.357,Individuals
2.004,146.649,Individuals
4.512,133.898,Individuals
0.931,18471.944,Individuals
82.59,1791.622,Individuals
7.898,133.324,Individuals
2.82,155.673,Individuals
7.401,254.161,Individuals
2.814,219.258,Individuals
3.899,129.3,Individuals
470.452,3580.211,Individuals
7.149,9875.885,Individuals
2.304,135.067,Individuals
16.232,143.871,Individuals
7.364,129.121,Individuals
3.808,433.561,Individuals
4.375,186.706,Individuals
376.048,3459.323,Individuals
1224.472,5310.527,Individuals
1024.318,7384.954,Individuals
3.085,569.193,Individuals
7.284,201.613,Individuals
1.406,140.067,Individuals
4.139,139.535,Individuals
7.047,137.386,Individuals
2.64,159.079,Individuals
2.454,671.09,Individuals
6.711,126.359,Individuals
2.615,166.065,Individuals
17.145,144.525,Individuals
16.232,143.873,Individuals
10.637,127.314,Individuals
9.987,124.316,Individuals
4.201,7353.303,Individuals
1.732,886.913,Individuals
6.838,7418.96,Individuals
651.586,3633.851,Individuals
9.295,135.837,Individuals
5.941,125.858,Individuals
190.775,2302.83,Individuals
7.044,132.738,Individuals
27.289,121.423,Individuals
0.995,148.307,Individuals
3.129,572.524,Individuals
7.107,332.524,Individuals
97.363,1729.365,Individuals
1.235,158.097,Individuals
6.321,228.124,Individuals
5.075,890.863,Individuals
6.775,842.154,Individuals
1.61,613.148,Individuals
1.821,339.021,Individuals
4.117,1036.695,Individuals
1.025,155.261,Individuals
71.339,1299.86,Individuals
189.435,1935.261,Individuals
2.103,774.514,Individuals
1.055,307.069,Individuals
1.46,242.658,Individuals
5.504,134.173,Individuals
1.204,134.168,Individuals
7.403,189.768,Individuals
3.555,14367.927,Individuals
7.512,147.306,Individuals
5.666,139.545,Individuals
9.62,136.154,Individuals
1.499,140.46,Individuals
7.616,139.981,Individuals
7.613,177.631,Individuals
348.856,4512.987,Individuals
3.807,646.813,Individuals
5.991,135.2,Individuals
4.159,151.202,Individuals
26.681,4060.428,Individuals
1.568,145.022,Individuals
5.735,135.502,Individuals
5.839,144.407,Individuals
203.244,5487.255,Individuals
3.899,139.594,Individuals
2.69,777.106,Individuals
2.199,145.026,Individuals
1.297,138.549,Individuals
41.713,1697.98,Individuals
8.783,133.306,Individuals
1.974,898.534,Individuals
2.807,156.823,Individuals
727.303,5630.472,Individuals
5.95,5542.986,Individuals
8.284,14144.933,Individuals
7.515,613.652,Individuals
2.814,7147.712,Individuals
2.224,145.063,Individuals
5.303,139.916,Individuals
7.625,139.832,Individuals
20.413,8121.944,Individuals
4.09,6670005.158,Individuals
611.787,26249033.448,Individuals
3.703,240802.659,Individuals
0.942,62939.893,Individuals
64.968,84096.756,Individuals
29.131,418707.85,Individuals
36.265,143104.71,Individuals
0.771,2802.803,Individuals
447.166,617108.087,Individuals
0.811,2722.014,Individuals
3.643,1927.917,Individuals
10.513,2869.208,Individuals
0.776,2760.565,Individuals
55.026,3608.153,Individuals
0.895,2759.939,Individuals
1.813,1647.006,Individuals
0.972,60512.517,Individuals
2.476,2552.46,Individuals
0.869,2839.028,Individuals
8.23,102833.02,Individuals
0.786,2567.25,Individuals
1.503,2123.404,Individuals
0.83,2558.138,Individuals
73.887,6044.913,Individuals
4.436,2796.932,Individuals
0.775,3296.368,Individuals
12.693,1643.809,Individuals
8.537,1640.523,Individuals
1.736,1593.318,Individuals
0.764,1817.827,Individuals
26.257,3612.098,Individuals
2.866,2553.592,Individuals
1.752,1963.037,Individuals
5.397,2598.771,Individuals
7.01,2833.027,Individuals
1.707,1580.779,Individuals
166.884,1762.186,Individuals
17.998,2412.476,Individuals
1.301,2350.879,Individuals
7.74,1698.101,Individuals
8.25,1828.489,Individuals
42.275,1638.705,Individuals
1.081,1470.267,Individuals
2.826,176925.255,Individuals
31.758,3175.565,Individuals
3.908,1432.538,Individuals
20.484,2441.437,Individuals
5.104,1471.848,Individuals
1.724,1621.255,Individuals
34.529,1566.748,Individuals
7.641,1848.934,Individuals
7.935,1678.013,Individuals
9.947,1565.91,Individuals
4.492,1404.301,Individuals
3.539,1433.049,Individuals
1.33,1678.426,Individuals
2.335,1483.674,Individuals
0.935,1478.666,Individuals
0.904,1587.038,Individuals
1.557,3169.621,Individuals
16.832,90614.73,Individuals
6.186,61039.482,Individuals
28.999,2820.206,Individuals
5.851,1384.556,Individuals
1.179,956.942,Individuals
2.041,1357.482,Individuals
48.763,1568.024,Individuals
3.853,1430.93,Individuals
3.3,1416.867,Individuals
5.08,1436.406,Individuals
0.88,14921.559,Individuals
1.179,956.925,Individuals
25.767,379.867,Individuals
2.941,1494.545,Individuals
1.25,1384.132,Individuals
1.2,1425.706,Individuals
4.487,1399.41,Individuals
0.979,2210.009,Individuals
1.36,1678.121,Individuals
7.778,1007.282,Individuals
12.609,1372.366,Individuals
1.177,1213.149,Individuals
25.559,1018.395,Individuals
5.868,640.43,Individuals
1.882,2002.882,Individuals
1.19,1402.379,Individuals
1.204,1415.142,Individuals
0.89,28216.716,Individuals
27.619,266.377,Individuals
25.763,586.152,Individuals
26.288,335.133,Individuals
7.373,710.654,Individuals
527.781,7146.942,Individuals
5.912,652.589,Individuals
7.574,630.39,Individuals
5.689,599.499,Individuals
7.783,1007.234,Individuals
10.577,339.2,Individuals
27.585,266.809,Individuals
28.155,266.375,Individuals
9.392,473.747,Individuals
161.326,4823.499,Individuals
25.431,962.828,Individuals
25.758,589.126,Individuals
595.837,7225.041,Individuals
4.603,641.59,Individuals
22.569,282.942,Individuals
24.901,479.254,Individuals
15.572,15472.479,Individuals
27.638,269.369,Individuals
12.686,382.38,Individuals
13.085,301.324,Individuals
7.903,1928.558,Individuals
28.266,266.216,Individuals
1.562,2368.001,Individuals
28.248,1272.082,Individuals
18.095,24027.744,Individuals
28.021,302.67,Individuals
24.817,2598.542,Individuals
18.581,492.034,Individuals
32.838,1478.146,Individuals
22.054,5403.021,Individuals
28.64,7694.777,Individuals
19.33,6177.704,Individuals
29.17,257.11,Individuals
28.081,268.376,Individuals
11.227,1777.607,Individuals
2.459,1391.682,Individuals
7.196,323.891,Individuals
27.617,108.5,Individuals
27.199,269.15,Individuals
8.553,2499.764,Individuals
26.316,108.852,Individuals
37.099,134.901,Individuals
27.394,113.181,Individuals
13.09,125.528,Individuals
7.265,146.991,Individuals
28.082,781.619,Individuals
30.709,106.56,Individuals
11.131,362.8,Individuals
181.639,85.989,Individuals
36.217,655.376,Individuals
0.663,8839.879,Individuals
20.663,109.2,Individuals
13.266,210.339,Individuals
8.744,119.643,Individuals
16.928,178.852,Individuals
24.702,271.091,Individuals
12.097,154.904,Individuals
26.837,120.548,Individuals
11.542,123.381,Individuals
15.861,103.169,Individuals
13.029,11862.467,Individuals
9.124,123.186,Individuals
18.277,13121.516,Individuals
15.717,99.963,Individuals
8.039,133.589,Individuals
15.933,576.401,Individuals
9.659,128979.295,Individuals
6.732,140.29,Individuals
22.947,105.27,Individuals
8.735,119.624,Individuals
13.354,444.181,Individuals
15.832,103.765,Individuals
11.119,120.819,Individuals
16.07,95.801,Individuals
15.079,553.143,Individuals
11.733,10289.497,Individuals
16.33,47490.428,Individuals
23.067,109.724,Individuals
17.359,103.656,Individuals
15.899,103.473,Individuals
15.543,102.214,Individuals
8.594,134.5,Individuals
15.908,166.46,Individuals
44.818,27335.327,Individuals
9.758,118.671,Individuals
8.674,191.577,Individuals
9.216,119.541,Individuals
21.561,495.334,Individuals
8.864,139.253,Individuals
10.252,141.451,Individuals
15.852,103.457,Individuals
9.845,123.56,Individuals
582.193,6574.111,Individuals
9.843,115.449,Individuals
15.918,140.692,Individuals
363.532,7946.572,Individuals
11.086,155.734,Individuals
9.234,119.722,Individuals
9.223,159.668,Individuals
11.361,123.095,Individuals
10.61,186.147,Individuals
9.267,160.939,Individuals
8.71,239.505,Individuals
8.789,280.509,Individuals
8.977,149.268,Individuals
20.533,130.063,Individuals
9.647,132.748,Individuals
13.529,14703.508,Individuals
9.565,176.291,Individuals
9.665,128.364,Individuals
8.739,117.141,Individuals
29.011,133.265,Individuals
8.58,118.591,Individuals
36.44,1934.097,Individuals
10.265,120.376,Individuals
81.076,1753.339,Individuals
12.028,35956.067,Individuals
9.03,148.219,Individuals
9.002,149.447,Individuals
8.523,118.747,Individuals
11.109,164.853,Individuals
8.961,424.573,Individuals
8.491,113.598,Individuals
8.973,148.976,Individuals
15.787,160.668,Individuals
40.645,7702.133,Individuals
8.701,121.272,Individuals
180.089,5969.027,Individuals
10.443,121.585,Individuals
25.032,149.704,Individuals
9.04,113.62,Individuals
16.36,136.248,Individuals
9.217,118.727,Individuals
9.052,109.494,Individuals
9.833,118.044,Individuals
8.526,147.955,Individuals
15.777,17627.627,Individuals
9.619,174.68,Individuals
11.104,111.758,Individuals
19.788,130.465,Individuals
8.513,229.353,Individuals
13.371,120.908,Individuals
9.051,109.502,Individuals
13.068,151.762,Individuals
9.152,109.484,Individuals
16.407,77541.792,Individuals
8.76,189.404,Individuals
8.835,110.223,Individuals
190.293,3180.913,Individuals
9.039,113.515,Individuals
22.856,711.02,Individuals
11.2,115.796,Individuals
19.02,110.877,Individuals
19.445,164.749,Individuals
9.541,113.609,Individuals
8.8,124.434,Individuals
339.358,6882.01,Individuals
0.769,27757.444,Individuals
11.202,115.806,Individuals
0.784,6186.484,Individuals
11.203,115.807,Individuals
11.865,113.178,Individuals
19.001,110.88,Individuals
8.98,105.278,Individuals
8.677,129.949,Individuals
8.704,127.244,Individuals
9.442,116.791,Individuals
10.964,174.195,Individuals
8.402,134.173,Individuals
9.39,418.375,Individuals
10.008,112.3,Individuals
8.92,124.581,Individuals
9.182,172.007,Individuals
8.866,115.149,Individuals
8.627,113.947,Individuals
14.157,130.954,Individuals
14.629,101.11,Individuals
9.575,151.925,Individuals
8.731,126.319,Individuals
14.252,113.858,Individuals
1.045,27724.198,Individuals
10.231,166.999,Individuals
8.741,108.212,Individuals
26.202,127.517,Individuals
9.615,114.79,Individuals
8.755,115.647,Individuals
17.163,9877.997,Individuals
10.221,121.927,Individuals
18.178,118.212,Individuals
15.16,2695.305,Individuals
16.551,112.803,Individuals
8.864,113.474,Individuals
17.078,199.223,Individuals
45.625,1690.698,Individuals
9.622,113.577,Individuals
8.868,395.498,Individuals
8.1,113.71,Individuals
259.85,6815.423,Individuals
