jj,amount,label
8.151,145.876,Individuals
7.541,193.79,Individuals
12.262,190.631,Individuals
17.358,150.742,Individuals
11.941,165.288,Individuals
38.568,4820.688,Individuals
25.326,181.77,Individuals
11.145,460.944,Individuals
57.315,4174.339,Individuals
31.72,1465.652,Individuals
11.263,166.562,Individuals
9.3,189.344,Individuals
8.454,201.863,Individuals
16.62,137.924,Individuals
78.059,150.093,Individuals
22.603,1033.456,Individuals
7.079,236.488,Individuals
37.601,153.881,Individuals
8.121,222.496,Individuals
8.662,185.383,Individuals
10.88,166.332,Individuals
8.634,314.429,Individuals
12.444,235.504,Individuals
36.385,220.921,Individuals
7.733,387.541,Individuals
41.695,178.884,Individuals
36.839,153.756,Individuals
8.04,225.457,Individuals
45.051,182.695,Individuals
13.131,166.489,Individuals
186.464,2575.244,Individuals
43.212,182.668,Individuals
7.754,122386.468,Individuals
9.288,143.243,Individuals
10.19,178.894,Individuals
8.789,223.586,Individuals
11.044,140.721,Individuals
9.504,145.809,Individuals
13.606,177.495,Individuals
13.141,158.075,Individuals
207.454,4405.482,Individuals
21.58,129.557,Individuals
7.657,191.774,Individuals
42.08,4159.034,Individuals
12.636,1048123.906,Individuals
9.287,143.243,Individuals
10.207,141.153,Individuals
9.469,143.232,Individuals
7.099,160.907,Individuals
11.203,161.386,Individuals
20.481,133.436,Individuals
7.089,147.807,Individuals
9.296,10753.095,Individuals
11.922,87.832,Individuals
12.764,166.333,Individuals
9.134,187.943,Individuals
10.233,141.424,Individuals
9.258,143.347,Individuals
9.463,143.098,Individuals
9.951,161.489,Individuals
7.761,147.747,Individuals
7.951,147.562,Individuals
16.64,77980.634,Individuals
7.285,147.823,Individuals
10.693,141.408,Individuals
6.973,159.38,Individuals
14.355,168182.21,Individuals
61.734,149.52,Individuals
11.704,30427.27,Individuals
8.136,148.243,Individuals
9.405,145.635,Individuals
12.72,456.26,Individuals
8.714,147.39,Individuals
7.269,264.766,Individuals
8.354,4530.701,Individuals
33.759,6179.605,Individuals
12.597,148.427,Individuals
7.681,147.747,Individuals
7.012,147.8,Individuals
7.465,148.088,Individuals
17.698,656.268,Individuals
33.317,151.448,Individuals
8.044,199.513,Individuals
15.105,141.715,Individuals
6.835,203.066,Individuals
10.502,147.235,Individuals
9.513,5945.316,Individuals
6.939,749.793,Individuals
9.244,208.862,Individuals
6.95,195.183,Individuals
0.667,17776.401,Individuals
35.008,7213.663,Individuals
43.062,6553.108,Individuals
8.559,154.012,Individuals
65.66,156.048,Individuals
20.016,834.03,Individuals
7.421,150.83,Individuals
7.864,164.046,Individuals
6.946,148.672,Individuals
40.856,4696.923,Individuals
12.011,169.32,Individuals
7.329,148.589,Individuals
6.914,272.68,Individuals
7.929,200.452,Individuals
8.13,150.83,Individuals
10.921,64218.853,Individuals
6.915,158.558,Individuals
12.43,138.324,Individuals
5.016,246.079,Individuals
13.968,110787.265,Individuals
8.428,4965.219,Individuals
10.966,203.175,Individuals
8.805,150.406,Individuals
7.27,156.903,Individuals
35.938,152.654,Individuals
8.382,297.981,Individuals
7.98,150.597,Individuals
206.843,6319.22,Individuals
6.922,148.373,Individuals
11.756,479910.777,Individuals
10.19,206.58,Individuals
10.978,202.938,Individuals
11.573,203.175,Individuals
10.95,194.799,Individuals
14.356,170.193,Individuals
6.998,190.398,Individuals
6.939,248.081,Individuals
9.159,147.826,Individuals
7.497,271.524,Individuals
8.608,185.277,Individuals
11.178,16267.966,Individuals
10.995,202.257,Individuals
6.879,175.713,Individuals
7.006,148.197,Individuals
7.455,154.312,Individuals
6.97,154.107,Individuals
7.004,142.612,Individuals
6.989,230.375,Individuals
7.572,147.887,Individuals
6.784,147.541,Individuals
27.216,150.891,Individuals
8.061,3222.943,Individuals
14.126,140.559,Individuals
5.554,226.902,Individuals
6.882,147.463,Individuals
6.745,147.489,Individuals
52.205,153.386,Individuals
6.879,153.628,Individuals
9.219,263.719,Individuals
6.926,171.721,Individuals
90.948,8276.504,Individuals
347.949,4967.123,Individuals
6.69,146.03,Individuals
6.874,159.885,Individuals
7.288,147.423,Individuals
6.882,146.703,Individuals
6.836,172.616,Individuals
7.222,195.91,Individuals
52.198,153.391,Individuals
13.848,23807.259,Individuals
6.758,152.719,Individuals
58.587,152.034,Individuals
6.878,146.647,Individuals
6.697,152.252,Individuals
6.824,155.222,Individuals
6.791,147.828,Individuals
17.767,270.125,Individuals
7.001,149.786,Individuals
6.782,161.974,Individuals
6.636,2142.093,Individuals
5.476,375.53,Individuals
6.756,148.589,Individuals
9.714,189.038,Individuals
7.26,248.786,Individuals
94.187,3140.464,Individuals
6.828,147.778,Individuals
6.814,153.764,Individuals
7.002,152.917,Individuals
7.543,146.058,Individuals
6.919,161.499,Individuals
6.967,149.184,Individuals
63.588,155.039,Individuals
448.729,6667.339,Individuals
9.169,149.251,Individuals
6.826,157.732,Individuals
9.63,141.544,Individuals
8.912,187.001,Individuals
155.182,6618.993,Individuals
46.102,150.306,Individuals
6.595,146.006,Individuals
1.072,19707.922,Individuals
7.15,1983.013,Individuals
6.966,149.182,Individuals
227.25,8822.722,Individuals
63.565,155.039,Individuals
88.984,1641.612,Individuals
7.58,149.19,Individuals
26.626,149.734,Individuals
50.91,208.1,Individuals
5.488,234.007,Individuals
54.267,172.829,Individuals
46.531,321.242,Individuals
93.651,8204.447,Individuals
16.308,182.535,Individuals
6.766,167.97,Individuals
7.352,12833.801,Individuals
7.205,146.233,Individuals
8.285,152.1,Individuals
30.12,174.093,Individuals
20.529,179.971,Individuals
31.822,219.658,Individuals
478.477,134.893,Individuals
132.462,2708.314,Individuals
6.558,148.568,Individuals
6.628,146.921,Individuals
6.685,146,Individuals
9.205,140.604,Individuals
8.095,146.623,Individuals
6.639,202.999,Individuals
36.34,277.296,Individuals
10.845,37237.687,Individuals
6.864,148.564,Individuals
6.739,146.006,Individuals
32.462,187.195,Individuals
6.407,3887.658,Individuals
6.588,169.026,Individuals
6.411,2387.596,Individuals
6.571,178.388,Individuals
285.718,7011.1,Individuals
8.913,171.907,Individuals
7.928,202.976,Individuals
417.576,7452.553,Individuals
7.699,202.18,Individuals
6.871,182.175,Individuals
5.881,44523.827,Individuals
7.137,168.741,Individuals
11.572,2093.892,Individuals
24.243,152.898,Individuals
6.566,151.632,Individuals
6.759,147.8,Individuals
23.374,148.889,Individuals
4.69,442.101,Individuals
10.015,66037.581,Individuals
69.636,1787.543,Individuals
13.756,574936.006,Individuals
7.547,192.988,Individuals
41.065,149.493,Individuals
15.876,137.329,Individuals
27.86,155.368,Individuals
5.076,363.643,Individuals
7.61,148.945,Individuals
6.541,204.943,Individuals
8.654,276.968,Individuals
7.628,439.403,Individuals
7.517,194.011,Individuals
81.449,449.124,Individuals
166.812,4891.44,Individuals
7.79,159.371,Individuals
6.623,186.004,Individuals
11.665,193.95,Individuals
16.196,143.07,Individuals
16.331,183.281,Individuals
44.301,204.136,Individuals
26.892,392.587,Individuals
7.286,62726.002,Individuals
16.426,143.94,Individuals
9.766,87803.94,Individuals
6.735,157.656,Individuals
6.466,547.245,Individuals
0.751,32143.716,Individuals
16.666,142.951,Individuals
395.873,2608.481,Individuals
15.995,138.745,Individuals
15.675,145.445,Individuals
12.257,146.645,Individuals
147.6,36591.953,Individuals
16.54,152.614,Individuals
6.66,255.524,Individuals
12.914,148.354,Individuals
17.31,157.202,Individuals
610.091,8998.843,Individuals
6.6,372.078,Individuals
6.599,407.391,Individuals
7.055,404.06,Individuals
12.273,145.942,Individuals
12.302,146.824,Individuals
120.537,147.598,Individuals
98.886,176067.572,Individuals
12.3,244.751,Individuals
17.61,152.787,Individuals
38.402,136.016,Individuals
16.554,148.935,Individuals
28.725,157.934,Individuals
6.912,151.016,Individuals
6.556,148.571,Individuals
6.637,159.814,Individuals
8.73,153.342,Individuals
65.302,8736.69,Individuals
168.053,135.646,Individuals
167.402,3527.586,Individuals
84.267,1344.387,Individuals
13.307,181.887,Individuals
10.034,138.056,Individuals
68.789,2197.088,Individuals
215.293,5524.951,Individuals
7.21,1567.754,Individuals
6.542,6087.487,Individuals
13.331,166.89,Individuals
3.492,228.404,Individuals
18.074,160.01,Individuals
584.604,7552.52,Individuals
16.112,137.969,Individuals
11.622,166.439,Individuals
16.05,137.786,Individuals
10.349,657451.736,Individuals
15.564,7571.729,Individuals
10.377,187.622,Individuals
10.787,183.803,Individuals
6.984,189.442,Individuals
17.911,20532.813,Individuals
6.576,148.547,Individuals
17.851,136.919,Individuals
14.478,131.274,Individuals
16.352,137.893,Individuals
110.242,2261.034,Individuals
16.01,137.787,Individuals
42.638,131.384,Individuals
6.557,148.591,Individuals
7.962,151.116,Individuals
7.64,149.653,Individuals
6.549,148.571,Individuals
80.089,155.633,Individuals
7.393,148.626,Individuals
17.587,151.076,Individuals
16.199,154.844,Individuals
9.834,396.312,Individuals
6.815,150.107,Individuals
6.493,148.598,Individuals
12.419,34400.913,Individuals
6.998,152.006,Individuals
10.057,8280.245,Individuals
6.73,157.789,Individuals
6.567,148.635,Individuals
618.159,4920.245,Individuals
12.446,56668.295,Individuals
8.806,248658.074,Individuals
12.633,182.301,Individuals
6.518,149.09,Individuals
7.098,158.301,Individuals
414.84,4867.382,Individuals
7.094,214.403,Individuals
7.783,36583.297,Individuals
617.065,4919.965,Individuals
629.329,4924.761,Individuals
10.36,200653.181,Individuals
12.268,152.614,Individuals
54.186,176.502,Individuals
12.842,182.563,Individuals
12.95,217.5,Individuals
11.463,209.941,Individuals
7.767,350.001,Individuals
3.739,234.459,Individuals
4.321,186.357,Individuals
7.826,732.771,Individuals
7.166,148.628,Individuals
29.27,1071.845,Individuals
13.571,154.969,Individuals
22.755,188.246,Individuals
66.846,176.482,Individuals
60.098,205.069,Individuals
14.444,178.689,Individuals
12.795,182.69,Individuals
13.647,21619.155,Individuals
7.286,150.391,Individuals
92.844,140.396,Individuals
18.323,156.709,Individuals
10.608,182.861,Individuals
9.492,214.326,Individuals
371.217,4356.755,Individuals
10.536,949.858,Individuals
7.269,156.292,Individuals
14.518,172.073,Individuals
7.005,1293.822,Individuals
7.2,10581.645,Individuals
6.83,464.314,Individuals
394.787,4087.108,Individuals
114.147,6963.305,Individuals
383.979,3158.153,Individuals
62.518,138.555,Individuals
7.244,392.797,Individuals
7.586,172.037,Individuals
7.269,8872.811,Individuals
7.163,247.432,Individuals
405.726,8411.801,Individuals
39.383,150.603,Individuals
10.078,134.492,Individuals
7.335,151.745,Individuals
188.178,4107.066,Individuals
14.509,171.883,Individuals
6.516,168.283,Individuals
7.168,148.637,Individuals
12.979,144.51,Individuals
10.874,132.703,Individuals
41.083,150.634,Individuals
6.922,179.898,Individuals
7.192,381.976,Individuals
12.05,574464.485,Individuals
0.742,724.835,Individuals
6.613,149.942,Individuals
9.706,184.486,Individuals
11.973,139.144,Individuals
807.97,3309.732,Individuals
8.167,288.986,Individuals
8.352,164008.62,Individuals
6.627,148.622,Individuals
11.52,172.356,Individuals
14.059,84420.324,Individuals
14.735,49421.653,Individuals
353.353,3882.607,Individuals
6.981,155.407,Individuals
12.111,84.38,Individuals
18.928,4952.123,Individuals
6.484,274.506,Individuals
6.566,223.342,Individuals
11.54,279.774,Individuals
6.597,149.581,Individuals
11.026,128646.575,Individuals
6.542,148.54,Individuals
8.212,143.647,Individuals
12.22,212.261,Individuals
69.248,145.77,Individuals
7.104,167.554,Individuals
12.219,180.335,Individuals
7.237,151.543,Individuals
6.903,1925.716,Individuals
6.361,189.408,Individuals
6.708,166.836,Individuals
16.908,148.816,Individuals
6.872,233.917,Individuals
62.05,171.587,Individuals
39.049,95.601,Individuals
11.604,85.515,Individuals
7.013,153.166,Individuals
26.078,119.327,Individuals
44.294,185.066,Individuals
6.747,155.743,Individuals
8.508,152.391,Individuals
190.513,6849.057,Individuals
6.691,167.395,Individuals
15.827,1205954.271,Individuals
6.251,1872.556,Individuals
33.583,106.166,Individuals
99.896,5144.608,Individuals
26.021,119.165,Individuals
25.747,119.385,Individuals
46.848,356.118,Individuals
23.173,100.679,Individuals
85.161,153.45,Individuals
8.126,240.983,Individuals
7.927,157.084,Individuals
403.343,7697.139,Individuals
8.387,139.86,Individuals
7.636,48630.06,Individuals
43.812,93.512,Individuals
8.552,1442.227,Individuals
82.839,7389.442,Individuals
77.919,1123.749,Individuals
35.66,102.657,Individuals
9.336,23362.888,Individuals
12.248,1498.998,Individuals
6.792,214.313,Individuals
10.495,197.321,Individuals
45.462,256.2,Individuals
0.669,1799.315,Individuals
17.89,1143.489,Individuals
75.14,1124.584,Individuals
171.43,1099.161,Individuals
7.092,164.853,Individuals
334.719,2958.546,Individuals
6.656,155.114,Individuals
6.821,214.287,Individuals
129.002,1878.695,Individuals
11.918,205.172,Individuals
5.379,248.259,Individuals
7.47,145.757,Individuals
45.462,258.382,Individuals
7.618,149.093,Individuals
6.675,142.287,Individuals
369.253,4296.693,Individuals
8.4,144.474,Individuals
7.021,143.911,Individuals
9.11,392197.961,Individuals
6.618,410.522,Individuals
616.736,8737.254,Individuals
12.226,167.996,Individuals
11.675,146.136,Individuals
9.042,213.82,Individuals
353.576,3378.37,Individuals
6.719,144.78,Individuals
6.744,142.399,Individuals
7.18,145.237,Individuals
116.536,408.009,Individuals
6.928,149.71,Individuals
7.788,142.86,Individuals
6.693,188.972,Individuals
9.264,195.676,Individuals
339.41,3878.168,Individuals
7.081,255.915,Individuals
11.679,236.6,Individuals
6.783,159.475,Individuals
7.318,189.435,Individuals
6.669,144.992,Individuals
7.041,144.719,Individuals
6.896,148.579,Individuals
6.722,761.31,Individuals
9.215,149.22,Individuals
11.403,154.253,Individuals
81.964,3054.094,Individuals
12.858,226.918,Individuals
11.355,271.616,Individuals
15.9,228.478,Individuals
16.608,132.609,Individuals
6.927,150.39,Individuals
112.148,6793.184,Individuals
6.956,215.203,Individuals
8.603,169.56,Individuals
3.789,1641.095,Individuals
11.786,168.392,Individuals
6.444,195.502,Individuals
6.583,156.546,Individuals
17.176,158.148,Individuals
6.891,162.454,Individuals
7.022,177.683,Individuals
7.138,146.71,Individuals
16.621,132.608,Individuals
73.092,149.64,Individuals
6.934,150.356,Individuals
323.738,3662.837,Individuals
352.72,5980.217,Individuals
6.934,147.745,Individuals
92.868,1587.927,Individuals
0.767,154810.621,Individuals
7.091,147.665,Individuals
7.048,149.147,Individuals
7.087,151.395,Individuals
6.547,148.619,Individuals
6.854,151.733,Individuals
0.802,71859.769,Individuals
44.786,4393.139,Individuals
15.118,87.203,Individuals
6.532,167.051,Individuals
6.633,145.515,Individuals
7.313,33904.168,Individuals
5.781,220.057,Individuals
6.729,148.58,Individuals
6.353,161.836,Individuals
6.264,469.227,Individuals
6.559,148.866,Individuals
8.807,236.931,Individuals
6.528,148.581,Individuals
6.765,169.202,Individuals
7.278,173.807,Individuals
7.091,179.091,Individuals
6.391,2032.581,Individuals
6.789,160.387,Individuals
14.008,139.052,Individuals
10.257,143.34,Individuals
6.884,148.535,Individuals
6.674,148.453,Individuals
6.512,148.619,Individuals
7.269,157.25,Individuals
38.154,1595.505,Individuals
6.488,155.845,Individuals
6.617,439.899,Individuals
9.483,4954.697,Individuals
8.461,208.46,Individuals
6.658,161.191,Individuals
6.484,148.538,Individuals
6.85,359.519,Individuals
299.61,3101.092,Individuals
4.863,544.716,Individuals
40.756,153.81,Individuals
6.783,383.087,Individuals
6.843,154.211,Individuals
7.148,148.842,Individuals
6.483,152.756,Individuals
7.12,293.713,Individuals
6.596,149.002,Individuals
20.385,217.423,Individuals
17.66,147.067,Individuals
7.289,42999.336,Individuals
6.794,256.031,Individuals
8.328,135.662,Individuals
6.648,149.152,Individuals
111.888,3210.195,Individuals
7.796,15356.62,Individuals
136.185,3726.041,Individuals
6.53,152.756,Individuals
5.471,217.315,Individuals
6.801,361.436,Individuals
6.576,151.863,Individuals
46.438,151.499,Individuals
6.704,198.709,Individuals
6.589,195.412,Individuals
17.38,147.832,Individuals
14.397,133.483,Individuals
133.485,3241.141,Individuals
7.718,223.918,Individuals
6.82,148.538,Individuals
51.047,141.657,Individuals
9.278,28516.474,Individuals
6.674,1075.043,Individuals
30.727,199.708,Individuals
915.794,5926.861,Individuals
288.742,3535.125,Individuals
12.725,962851.322,Individuals
67.117,155.45,Individuals
13.842,265.275,Individuals
7.458,231528.484,Individuals
20.103,1013.331,Individuals
6.819,148.535,Individuals
64.114,247.206,Individuals
31.172,215.2,Individuals
28.476,276.148,Individuals
34.547,137.994,Individuals
6.918,206.409,Individuals
6.844,148.734,Individuals
53.617,1280.617,Individuals
66.638,144.058,Individuals
5.31,44290.849,Individuals
6.845,54363.142,Individuals
81.806,184.963,Individuals
48.719,154.817,Individuals
69.876,156.71,Individuals
66.58,146.017,Individuals
60.243,155.263,Individuals
7.472,170.549,Individuals
9.048,208.054,Individuals
9.589,147.083,Individuals
44.851,153.615,Individuals
16.294,120637.268,Individuals
6.912,422.295,Individuals
6.787,144.153,Individuals
224.602,3243.705,Individuals
48.151,177.678,Individuals
19.327,704.556,Individuals
9.681,147.115,Individuals
9.605,147.512,Individuals
120.962,138.747,Individuals
48.566,219.332,Individuals
44.848,163.878,Individuals
10.803,694.338,Individuals
35.636,147.843,Individuals
6.929,4222.582,Individuals
6.494,148.516,Individuals
13.349,257.943,Individuals
92.224,361.507,Individuals
7.104,148.344,Individuals
9.644,147.087,Individuals
9.125,184,Individuals
6.503,148.723,Individuals
33.359,189.466,Individuals
7.617,148.588,Individuals
7.371,149.052,Individuals
8.061,28655.517,Individuals
53.118,153.002,Individuals
28.074,394.467,Individuals
13.354,257.667,Individuals
6.741,148.594,Individuals
6.539,155.971,Individuals
11.664,187.484,Individuals
7.574,150.276,Individuals
7.514,148.391,Individuals
52.731,359.898,Individuals
7.317,330.158,Individuals
7.294,176.574,Individuals
37.658,182.062,Individuals
70.096,4374.811,Individuals
7.1,159.225,Individuals
6.558,423.384,Individuals
87.669,8575.811,Individuals
63.943,142.949,Individuals
7.585,150.266,Individuals
11.757,189.162,Individuals
5.917,12907.016,Individuals
6.741,5187.187,Individuals
7.5,63300.356,Individuals
6.474,148.538,Individuals
6.922,203.6,Individuals
8.552,463.669,Individuals
21.963,149.523,Individuals
25.591,149.255,Individuals
6.595,270.188,Individuals
6.956,216.922,Individuals
21.688,188.32,Individuals
5.466,234.421,Individuals
27.462,171.765,Individuals
7.325,141.933,Individuals
7.43,8974.844,Individuals
6.474,148.546,Individuals
6.502,148.596,Individuals
6.966,534.88,Individuals
7.555,141.227,Individuals
12.575,162.452,Individuals
6.537,146.615,Individuals
6.768,230.125,Individuals
6.638,146.733,Individuals
6.378,214.31,Individuals
15.588,465743.007,Individuals
6.235,207.676,Individuals
6.889,231.495,Individuals
27.227,178.702,Individuals
6.468,148.538,Individuals
9.036,147.526,Individuals
7.559,141.179,Individuals
39.618,188.446,Individuals
8.115,140.827,Individuals
8.5,192.736,Individuals
6.478,190.722,Individuals
490.693,7405.095,Individuals
7.241,153.67,Individuals
6.493,166.199,Individuals
10.343,687.657,Individuals
44.84,151.193,Individuals
12.188,161.285,Individuals
11.074,171.726,Individuals
8.327,150.924,Individuals
15.211,68878.523,Individuals
7.951,386.228,Individuals
15.865,2677.895,Individuals
6.652,660.335,Individuals
80.592,330.408,Individuals
297.213,2287.58,Individuals
7.39,177.457,Individuals
7.15,151.82,Individuals
10.904,177.991,Individuals
5.255,1327.81,Individuals
7.693,24328.367,Individuals
6.63,147.233,Individuals
10.324,85856.151,Individuals
302.988,2257.482,Individuals
10.095,361.84,Individuals
14.41,1281195.67,Individuals
539.614,2199.19,Individuals
12.041,145.889,Individuals
6.731,193.925,Individuals
84.161,299.423,Individuals
50.477,151.906,Individuals
10.503,150.49,Individuals
5.182,522.252,Individuals
12.395,10815.391,Individuals
6.775,386.506,Individuals
11.216,499148.806,Individuals
102.731,1671.124,Individuals
29.749,36198.905,Individuals
12.036,163.42,Individuals
6.355,231.587,Individuals
7.335,186.271,Individuals
6.729,193.946,Individuals
48.844,151.694,Individuals
6.585,165.776,Individuals
26.587,148.952,Individuals
12.064,160.855,Individuals
51.901,155.97,Individuals
52.619,155.99,Individuals
36.435,205.969,Individuals
7.888,234.531,Individuals
6.535,168.006,Individuals
6.698,165.776,Individuals
101.36,4308.753,Individuals
0.759,6332.172,Individuals
11.175,199.963,Individuals
7.488,154.618,Individuals
53.787,163.986,Individuals
50.327,156.351,Individuals
46.196,157.133,Individuals
60.622,154.395,Individuals
17.496,151.865,Individuals
512.69,4821.719,Individuals
6.183,4116.806,Individuals
6.91,2124.193,Individuals
6.631,148.464,Individuals
17.658,151.996,Individuals
29.769,143.002,Individuals
18.969,159.121,Individuals
139.986,6481.696,Individuals
6.583,2833.527,Individuals
17.112,149.269,Individuals
9.991,180.939,Individuals
6.461,181.835,Individuals
6.824,734.585,Individuals
6.522,4313.963,Individuals
10.627,19359.706,Individuals
18.825,46604.77,Individuals
74.099,1247.692,Individuals
86.482,146.335,Individuals
22.852,148.259,Individuals
115.345,3875.279,Individuals
217.374,8634.275,Individuals
110.385,155.089,Individuals
86.728,146.345,Individuals
8.041,179.446,Individuals
7.97,185.571,Individuals
9.887,828770.85,Individuals
33.975,179.444,Individuals
9.869,180.803,Individuals
10.097,150.246,Individuals
52.621,152.257,Individuals
90.138,152.04,Individuals
6.799,148.493,Individuals
6.468,153.459,Individuals
7.409,18119.105,Individuals
10.927,799.471,Individuals
6.633,301.506,Individuals
6.48,148.564,Individuals
32.673,157.582,Individuals
6.47,148.559,Individuals
7.798,182.003,Individuals
13.726,146.525,Individuals
45.072,269.801,Individuals
8.662,211.258,Individuals
233.553,1817.91,Individuals
377.335,3155.966,Individuals
10.874,194.757,Individuals
13.046,195.397,Individuals
6.469,148.945,Individuals
6.471,148.555,Individuals
28.602,233.874,Individuals
36.352,160.411,Individuals
169.511,10744.172,Individuals
11.093,1277.698,Individuals
9.819,192.557,Individuals
7.399,256.941,Individuals
6.982,2445.895,Individuals
46.354,151.958,Individuals
7.837,300.476,Individuals
6.661,148.534,Individuals
5.558,213.184,Individuals
6.902,156.902,Individuals
5.637,206.748,Individuals
6.501,170.913,Individuals
7.04,154.205,Individuals
154.558,5605.94,Individuals
6.642,148.509,Individuals
11.063,179.369,Individuals
6.504,148.555,Individuals
6.715,142.162,Individuals
40.833,151.435,Individuals
5.635,206.736,Individuals
5.634,200.239,Individuals
7.544,19069.009,Individuals
6.617,149.571,Individuals
8.591,198.572,Individuals
6.584,207.729,Individuals
10.991,173.103,Individuals
6.586,150.623,Individuals
6.928,10835.551,Individuals
7.848,143.571,Individuals
7.082,151.974,Individuals
6.544,148.099,Individuals
11.85,242.096,Individuals
8.097,28134.971,Individuals
48.096,1231.953,Individuals
5.666,288.215,Individuals
6.489,957.106,Individuals
72.512,155.624,Individuals
13.005,171.923,Individuals
11.29,7874.32,Individuals
6.475,148.538,Individuals
6.509,172.355,Individuals
6.983,153.226,Individuals
23.529,169.087,Individuals
180.303,2946.975,Individuals
84.71,156.672,Individuals
13.017,172.528,Individuals
38.59,1877.386,Individuals
10.661,179.521,Individuals
8.067,150.803,Individuals
9.694,178.597,Individuals
9.235,63179.398,Individuals
10.578,174.424,Individuals
6.731,151.459,Individuals
8.515,510.013,Individuals
6.539,202.866,Individuals
328.171,1991.669,Individuals
20.231,149.127,Individuals
7.116,158.339,Individuals
6.711,156.055,Individuals
6.823,148.537,Individuals
79.52,3096.942,Individuals
6.698,153.119,Individuals
8.037,165.97,Individuals
6.621,201.228,Individuals
6.734,214.841,Individuals
39.887,171.443,Individuals
22.977,191.295,Individuals
8.693,150.775,Individuals
6.442,148.538,Individuals
9.792,5231.226,Individuals
387.41,8500.683,Individuals
7.141,8908.775,Individuals
15.903,552445.589,Individuals
6.631,167.339,Individuals
8.447,145.591,Individuals
6.707,189.964,Individuals
52.564,277.164,Individuals
14.109,157.047,Individuals
6.663,169.959,Individuals
226.85,3466.941,Individuals
22.299,612.022,Individuals
13.564,298.808,Individuals
12.937,177.659,Individuals
41.926,520.64,Individuals
51.949,2423.523,Individuals
6.446,148.538,Individuals
7.745,179.894,Individuals
8.066,150.301,Individuals
12.392,244.706,Individuals
6.473,148.604,Individuals
6.88,151.036,Individuals
6.46,151.516,Individuals
7.566,202.247,Individuals
6.808,3629.419,Individuals
6.546,684.813,Individuals
6.407,3412.55,Individuals
6.932,155.59,Individuals
6.767,153.324,Individuals
13.228,142.682,Individuals
27.507,171.421,Individuals
9.074,147.502,Individuals
8.088,147.387,Individuals
6.274,189.189,Individuals
11.572,193.322,Individuals
12.091,181.256,Individuals
6.898,184.831,Individuals
6.712,208.665,Individuals
259.2,8186.986,Individuals
8.2,14456.753,Individuals
15.556,139.315,Individuals
8.827,46660.239,Individuals
202.255,2812.33,Individuals
12.803,173.347,Individuals
29.058,192.044,Individuals
58.229,156.871,Individuals
7.924,188.802,Individuals
7.202,252.124,Individuals
9.721,206.223,Individuals
15.941,978.823,Individuals
6.95,619.965,Individuals
6.333,183.817,Individuals
12.779,174.456,Individuals
7.445,140.806,Individuals
6.144,220.348,Individuals
753.688,5700.109,Individuals
9.002,140.593,Individuals
10.47,405.519,Individuals
7.115,145.124,Individuals
6.094,223.361,Individuals
377.74,8153.737,Individuals
7.078,149.783,Individuals
9.502,101.139,Individuals
14.069,166.343,Individuals
13.544,197.377,Individuals
10.532,187.955,Individuals
6.087,220.584,Individuals
6.482,156.66,Individuals
6.506,143.716,Individuals
8.286,4456.547,Individuals
6.948,65663.556,Individuals
6.579,192.857,Individuals
6.509,159.728,Individuals
6.578,183.275,Individuals
7.964,145.986,Individuals
6.726,145.131,Individuals
6.58,143.663,Individuals
8.182,156.765,Individuals
6.445,146.294,Individuals
7.888,145.365,Individuals
6.713,148.348,Individuals
17.078,981.134,Individuals
6.699,189.923,Individuals
8.201,415.19,Individuals
7.49,265.936,Individuals
6.513,147.642,Individuals
7.115,676.147,Individuals
127.508,8631.047,Individuals
12.527,153.992,Individuals
147.414,5906.413,Individuals
25.213,347.16,Individuals
6.62,376.671,Individuals
7.899,145.531,Individuals
769.931,5962.104,Individuals
16.458,147.7,Individuals
6.74,152.129,Individuals
6.752,151.831,Individuals
13.798,172.414,Individuals
35.748,170.275,Individuals
132.837,8185.047,Individuals
10.667,156.943,Individuals
11.812,191.432,Individuals
6.504,152.053,Individuals
7.361,198.884,Individuals
38.531,445.484,Individuals
6.485,148.741,Individuals
11.143,2459.781,Individuals
17.414,147.685,Individuals
6.924,163.849,Individuals
10.962,161.954,Individuals
25.983,143.676,Individuals
13.243,45347.484,Individuals
8.968,58106.157,Individuals
6.859,148.741,Individuals
20.931,156.999,Individuals
13.163,163.777,Individuals
21.285,147.454,Individuals
151.332,1699.822,Individuals
11.146,623.348,Individuals
11.232,162.361,Individuals
332.98,3391.777,Individuals
6.984,31585.872,Individuals
6.767,152.66,Individuals
7.166,8965.74,Individuals
23.724,505.827,Individuals
41.042,890.617,Individuals
4.778,27853.31,Individuals
13.263,205.588,Individuals
282.131,6382.141,Individuals
280.391,5509.802,Individuals
6.897,152.249,Individuals
6.902,170.505,Individuals
6.941,155.96,Individuals
14.768,248.369,Individuals
14.083,265786.697,Individuals
13.436,209.642,Individuals
11.937,182.827,Individuals
12.095,183.519,Individuals
6.685,312.786,Individuals
6.46,150.142,Individuals
6.857,251.731,Individuals
5.168,152.479,Individuals
6.9,150.389,Individuals
18.349,160.753,Individuals
6.488,155.78,Individuals
9.144,151.741,Individuals
6.812,150.598,Individuals
8.231,36599.776,Individuals
45.901,197.953,Individuals
7.679,20893.013,Individuals
7.176,2725.414,Individuals
6.59,153.955,Individuals
6.582,209.637,Individuals
7.625,814.592,Individuals
9.566,144.556,Individuals
17.36,582.705,Individuals
8.602,137.6,Individuals
7.549,638.642,Individuals
6.492,144.265,Individuals
