jj,amount,label
175.13,9904.19,Individuals
3.03,192.55,Individuals
14.63,7100.17,Individuals
2.06,174.02,Individuals
2.85,198.46,Individuals
3.77,835.85,Individuals
12.23,131.19,Individuals
4.02,1117.33,Individuals
2.89,169.5,Individuals
72.18,2113.84,Individuals
14.61,224.43,Individuals
15.91,125.52,Individuals
1.61,249.85,Individuals
1.98,452.1,Individuals
1.25,127.63,Individuals
4.72,150.9,Individuals
2.68,668.35,Individuals
1.61,268.34,Individuals
8.19,942.99,Individuals
2.5,729.91,Individuals
13.29,131.35,Individuals
7.18,191.45,Individuals
0.89,21000.27,Individuals
2.18,160.03,Individuals
11.61,829.79,Individuals
14.91,129.75,Individuals
6.21,120.63,Individuals
8.6,14256.09,Individuals
13.06,144.42,Individuals
11.55,438.71,Individuals
5.4,9658.88,Individuals
2.39,282.23,Individuals
1.46,129.85,Individuals
17.14,241.93,Individuals
10.53,141.66,Individuals
1.42,360.61,Individuals
10.94,5534.39,Individuals
1.67,421.89,Individuals
152.35,2113.35,Individuals
11.08,3248.9,Individuals
9.48,271.68,Individuals
9.51,14076.59,Individuals
195.71,4386.56,Individuals
19.77,541.68,Individuals
8.89,174.51,Individuals
266.89,6166.02,Individuals
6.69,122.68,Individuals
9.8,32968.6,Individuals
14.45,3042.44,Individuals
10.01,630.08,Individuals
60.91,3424.61,Individuals
8.74,10435.1,Individuals
6.52,128.2,Individuals
6.03,123.45,Individuals
11.71,171.52,Individuals
6.86,233.26,Individuals
14.74,162.4,Individuals
6.13,147.75,Individuals
4.72,113.14,Individuals
6.32,117.33,Individuals
64.75,15989.24,Individuals
6.52,208.72,Individuals
62.37,1331.92,Individuals
20.72,103.92,Individuals
20.82,111.34,Individuals
18.21,114.12,Individuals
6.06,145.09,Individuals
49.61,8821.55,Individuals
18.91,2629.95,Individuals
14,196.04,Individuals
3.62,125.94,Individuals
11.22,95.14,Individuals
1.41,711.45,Individuals
357.7,7995.09,Individuals
15.73,302.45,Individuals
2.02,146.78,Individuals
1.22,164.29,Individuals
4.56,125.34,Individuals
4.94,293.48,Individuals
1.37,135.68,Individuals
2.57,186.11,Individuals
3.41,583.67,Individuals
10.47,78319.54,Individuals
10.34,15208.43,Individuals
2.74,544.13,Individuals
12.03,175.47,Individuals
2.45,1444.25,Individuals
6.36,1266.38,Individuals
7.54,164.02,Individuals
4.09,124.28,Individuals
14.2,1317.36,Individuals
1.3,129.02,Individuals
12.53,1238.13,Individuals
12.09,2904.4,Individuals
13.35,140.16,Individuals
7.6,166.91,Individuals
5.76,1610.83,Individuals
2.52,157.14,Individuals
1.67,1213.62,Individuals
2.34,145.59,Individuals
23.7,1768.01,Individuals
15.51,309.3,Individuals
231.14,7288.34,Individuals
11.09,39925.5,Individuals
181,5329.9,Individuals
16.09,71839.53,Individuals
1.15,129.03,Individuals
26.71,1238.34,Individuals
2.5,1206.25,Individuals
12.9,258.11,Individuals
46.03,3531.53,Individuals
10.22,217.58,Individuals
16.09,32766.18,Individuals
8.64,1166.19,Individuals
0.9,5547.78,Individuals
8.98,175.34,Individuals
1.75,129.64,Individuals
2.03,256.35,Individuals
15.7,131.34,Individuals
0.88,951468.89,Individuals
2.29,204.26,Individuals
3.04,161.8,Individuals
11.4,23916.99,Individuals
8.82,250.16,Individuals
6.57,10685.07,Individuals
1.36,131.67,Individuals
83.33,1602.77,Individuals
20.66,184.82,Individuals
9.64,159.28,Individuals
2.03,181.36,Individuals
10.61,737.52,Individuals
2.44,171.19,Individuals
2.38,170.71,Individuals
192.98,4194.8,Individuals
3.99,308.43,Individuals
13.25,909.77,Individuals
8.26,171.55,Individuals
200.58,6341.91,Individuals
13.87,69982.34,Individuals
2.24,129.92,Individuals
1.07,141.58,Individuals
2.68,990.3,Individuals
4.69,1307.56,Individuals
1.66,1083.16,Individuals
13.99,157.02,Individuals
16.09,353194.09,Individuals
7.39,4043.42,Individuals
1.24,129.48,Individuals
2.43,1310.07,Individuals
13.42,523.79,Individuals
84.21,2866.39,Individuals
405.09,6379.75,Individuals
5.36,297.45,Individuals
1.19,220.27,Individuals
5.69,187.55,Individuals
56.96,2176,Individuals
23.7,1196662.82,Individuals
354.89,4048.31,Individuals
14.72,128.58,Individuals
1.23,448.41,Individuals
2.49,783.07,Individuals
2.1,224,Individuals
2.26,144.05,Individuals
2.34,180.65,Individuals
68.07,5082.48,Individuals
14.85,194441.66,Individuals
53.13,1746.48,Individuals
7.44,117.35,Individuals
1.35,155.87,Individuals
3.44,247.91,Individuals
11.89,328659.78,Individuals
12.94,156.95,Individuals
2.43,638.33,Individuals
8.07,115.38,Individuals
1.28,128.71,Individuals
169.72,4332.69,Individuals
0.86,3553.5,Individuals
6.13,4651.38,Individuals
1.66,261.1,Individuals
34.73,1208.13,Individuals
2.35,493.41,Individuals
1.61,129.86,Individuals
17.54,1249.79,Individuals
2.31,195.22,Individuals
20.9,2834.87,Individuals
3.69,149.19,Individuals
18.58,115.23,Individuals
1032.77,4534.69,Individuals
87.83,2369.02,Individuals
157.84,6692.7,Individuals
5,149.62,Individuals
8.42,116.98,Individuals
7.24,18605.81,Individuals
8.09,112.7,Individuals
2.64,559.24,Individuals
177.88,2452.82,Individuals
109.53,3600.06,Individuals
97.44,6578.23,Individuals
17.1,201.59,Individuals
8.44,117.53,Individuals
17.6,105.05,Individuals
17.08,130.17,Individuals
16.7,156.02,Individuals
4.11,820.62,Individuals
15.93,114.37,Individuals
10.41,9775.79,Individuals
16.7,145.15,Individuals
8.05,116.49,Individuals
1.32,157.36,Individuals
1007.25,4509.66,Individuals
8.35,115.01,Individuals
17.7,121.48,Individuals
1.37,176.03,Individuals
4.69,312.71,Individuals
9.81,135.33,Individuals
18.48,103.55,Individuals
15.64,330.07,Individuals
92.76,2560.35,Individuals
14.34,233.37,Individuals
2.25,145.79,Individuals
8.87,158.15,Individuals
7.85,223.6,Individuals
8.26,41834.02,Individuals
1.99,555.93,Individuals
15.06,126.55,Individuals
1.29,127.27,Individuals
1.35,193.31,Individuals
282.21,6070.35,Individuals
3.67,123.26,Individuals
12.91,6913.49,Individuals
16.75,153.89,Individuals
15.23,127.2,Individuals
14.28,125.42,Individuals
8.51,182.43,Individuals
2.65,1350.56,Individuals
13.31,1229.17,Individuals
12.75,161.76,Individuals
40.08,152.52,Individuals
14.65,613.02,Individuals
4.22,1748.86,Individuals
12.97,234.11,Individuals
1.39,160.55,Individuals
11.71,22598.15,Individuals
1.55,128.41,Individuals
10.26,288.5,Individuals
12.02,188.48,Individuals
1.12,176.71,Individuals
14.02,124.22,Individuals
1.35,126.9,Individuals
1.96,187.89,Individuals
4.48,320.54,Individuals
21.73,30486.38,Individuals
1.48,134.52,Individuals
1.48,383.28,Individuals
2.12,166.6,Individuals
186.82,4130.02,Individuals
14.38,129.67,Individuals
2.27,137.75,Individuals
4.66,193.1,Individuals
12.06,365.7,Individuals
1.04,140.27,Individuals
12.22,186.19,Individuals
2.09,1021.66,Individuals
9.26,1031.33,Individuals
70.64,1765.66,Individuals
2.42,510.72,Individuals
5.23,2304.36,Individuals
371.14,9032.65,Individuals
1.65,502.41,Individuals
16.58,30475.72,Individuals
7.23,7042.69,Individuals
7.55,4847.05,Individuals
1.25,159.18,Individuals
2.13,232.53,Individuals
5.87,1964.91,Individuals
9.7,219.22,Individuals
2.4,214.67,Individuals
339.59,9284.01,Individuals
1.15,154.71,Individuals
7.29,16766.45,Individuals
2.59,346.34,Individuals
392.55,6471.18,Individuals
1.38,174.1,Individuals
11.27,24700.52,Individuals
4.41,140.13,Individuals
11.98,19388.8,Individuals
7.61,14244.59,Individuals
9.91,1737.46,Individuals
1.37,174.25,Individuals
2.72,179.39,Individuals
6.86,256.21,Individuals
5.06,734.03,Individuals
9.88,636.54,Individuals
17.8,28172.17,Individuals
3.01,139.08,Individuals
10.8,1780734.08,Individuals
9.08,119.15,Individuals
22.79,17129.71,Individuals
14.98,131.53,Individuals
6.32,3798.36,Individuals
2.72,354.06,Individuals
2.21,193.57,Individuals
5.25,2467.89,Individuals
2.94,301.73,Individuals
97.24,3206.79,Individuals
3.62,178.45,Individuals
7.75,12790.55,Individuals
20.82,1506.45,Individuals
11.28,186.09,Individuals
8.53,14902.25,Individuals
10.3,150.71,Individuals
6.5,250.48,Individuals
198.77,5422.93,Individuals
2.6,1765.01,Individuals
1.68,3096.19,Individuals
2.47,1215.77,Individuals
8.57,7635.05,Individuals
2.44,1012.44,Individuals
12.77,144.94,Individuals
4.86,301.36,Individuals
6.44,219.89,Individuals
3.73,1908.13,Individuals
19.4,693960.67,Individuals
11.23,172.96,Individuals
1.08,164.36,Individuals
219.64,4801.09,Individuals
2.92,51856.15,Individuals
3.37,126.53,Individuals
9.84,22605.5,Individuals
1.16,129.23,Individuals
2.32,187.21,Individuals
11.18,24383.29,Individuals
1.42,133.2,Individuals
10.12,829.63,Individuals
1.75,126.7,Individuals
2.8,709.68,Individuals
16.56,876372.15,Individuals
13.78,44162.53,Individuals
10.7,126.32,Individuals
6.13,125.28,Individuals
46.76,1693.05,Individuals
16.62,262605.12,Individuals
5.24,2449.75,Individuals
12.45,19769.79,Individuals
193.66,2671.01,Individuals
1.49,133.04,Individuals
1.12,160.05,Individuals
4.29,551.06,Individuals
117.93,2979.51,Individuals
8.15,2736.86,Individuals
13.71,12957.32,Individuals
2.66,140.92,Individuals
15.35,1838.47,Individuals
3.07,342.74,Individuals
7.91,475095.15,Individuals
3.2,171.46,Individuals
2.29,814.46,Individuals
12.49,172.6,Individuals
8.92,1633.48,Individuals
146.95,3349.15,Individuals
18.53,115.49,Individuals
4.55,1371.53,Individuals
1.78,184.74,Individuals
6.59,1355.91,Individuals
7.44,18128.23,Individuals
10.22,154.15,Individuals
14.25,124.2,Individuals
2.47,330.08,Individuals
125.76,3005.22,Individuals
2.38,605.39,Individuals
38.35,1529.14,Individuals
16.15,1348659.85,Individuals
94.75,21197.76,Individuals
10.12,131.94,Individuals
142.87,3570.88,Individuals
1.39,136.8,Individuals
2.43,690.8,Individuals
8.87,220.58,Individuals
2.63,174.58,Individuals
17.71,118.83,Individuals
4.29,326.6,Individuals
1.57,921.92,Individuals
71.45,4234.31,Individuals
10.13,193.34,Individuals
4.66,125.16,Individuals
3.33,323.76,Individuals
17.69,118.39,Individuals
160.19,3887.94,Individuals
25.55,1210.06,Individuals
17.7,166.47,Individuals
98.33,2833.21,Individuals
7.75,11753.34,Individuals
26.87,2823.41,Individuals
49.67,1549.63,Individuals
14.37,111.06,Individuals
4.62,130.85,Individuals
8.54,6541.83,Individuals
4.96,125.35,Individuals
1.16,432.73,Individuals
201.24,4331.18,Individuals
2.81,249.25,Individuals
206.37,4961.77,Individuals
15.81,146.54,Individuals
3.58,726.15,Individuals
8.84,123.32,Individuals
11.56,226.66,Individuals
2.03,863.67,Individuals
15.46,26342.56,Individuals
8.43,142.75,Individuals
4.47,183.07,Individuals
4.34,1069.56,Individuals
11.26,221.56,Individuals
2.13,570.14,Individuals
3.22,138.12,Individuals
13.1,1467.18,Individuals
38.64,1518.92,Individuals
16.14,1136.57,Individuals
7,316.18,Individuals
2.34,169.32,Individuals
2.9,532.51,Individuals
12.44,127.19,Individuals
1.62,132.86,Individuals
10.9,877.37,Individuals
2.79,849.08,Individuals
15.11,126.45,Individuals
1.09,174.24,Individuals
6.03,144.97,Individuals
15.14,279.29,Individuals
14.46,246.98,Individuals
1.88,268.12,Individuals
1.39,145.76,Individuals
1.38,132.5,Individuals
11.02,115.22,Individuals
6.93,147.7,Individuals
145.47,3612.91,Individuals
1.22,283.52,Individuals
3.58,130.86,Individuals
11.91,25789.95,Individuals
3.89,300.97,Individuals
1.87,162.02,Individuals
9.62,306130.91,Individuals
230.92,6331.31,Individuals
9.4,730.23,Individuals
6.08,414.81,Individuals
10.23,159.04,Individuals
3.91,181.73,Individuals
9.49,9598.73,Individuals
15.58,49050.01,Individuals
16.06,183.04,Individuals
11.91,31553.66,Individuals
10.36,224.51,Individuals
12.48,7699.87,Individuals
15.09,376.09,Individuals
11.04,180.34,Individuals
34.3,1637.21,Individuals
15.33,115.43,Individuals
2.88,177.65,Individuals
11.49,145.26,Individuals
10.23,151.45,Individuals
1.78,164.79,Individuals
9.39,96.6,Individuals
210.56,5465.84,Individuals
9.2,109.19,Individuals
13.98,126.68,Individuals
253.76,4520.14,Individuals
13.79,163.69,Individuals
9.64,97.11,Individuals
9.64,381.98,Individuals
14,9528.66,Individuals
288.28,2394.88,Individuals
6.72,7926.91,Individuals
2.52,742.22,Individuals
8.65,8849.03,Individuals
15.55,146.85,Individuals
11.62,92.34,Individuals
4.42,494.6,Individuals
3.06,138.22,Individuals
8,12058.2,Individuals
7.42,2947.13,Individuals
3.74,174.26,Individuals
6.12,18250.38,Individuals
11.67,10042.01,Individuals
39.69,143.17,Individuals
10.67,153.2,Individuals
13.53,1400.17,Individuals
1.59,509.2,Individuals
87.18,739.92,Individuals
0.78,2321.27,Individuals
39.88,141.25,Individuals
8.42,328.2,Individuals
7.19,23429.15,Individuals
14.83,38689.11,Individuals
4.94,280.89,Individuals
2.23,708.33,Individuals
3.64,129.5,Individuals
136.29,3901.26,Individuals
89.35,85949.05,Individuals
10.3,92.35,Individuals
1.22,212.56,Individuals
6,127.76,Individuals
8.95,121.99,Individuals
12.01,1350014.71,Individuals
5.48,282.24,Individuals
15.52,116.01,Individuals
2.37,1052.22,Individuals
139.62,4799.24,Individuals
18.44,126904.98,Individuals
61.68,1492.6,Individuals
1.86,187.92,Individuals
408.06,8452.98,Individuals
1.09,165.55,Individuals
52.22,1034.21,Individuals
15,255.44,Individuals
16.64,166.97,Individuals
1.72,186.52,Individuals
10.68,456.4,Individuals
9.22,124.08,Individuals
317.4,111.7,Individuals
11.48,18415.51,Individuals
15.14,260.93,Individuals
17.04,276540.63,Individuals
15.42,128.34,Individuals
2.57,733.3,Individuals
2.2,1294.28,Individuals
52.31,1936.38,Individuals
2.24,526.8,Individuals
4.75,518.76,Individuals
13.1,17410.6,Individuals
8.81,9618.44,Individuals
2.24,274.15,Individuals
5.43,289.85,Individuals
4.57,272.09,Individuals
15.05,833.95,Individuals
1.12,128.73,Individuals
2.31,202.79,Individuals
10.71,7812.02,Individuals
178.32,4362.63,Individuals
11.26,2440.87,Individuals
2.48,9370.7,Individuals
1.62,208.04,Individuals
26.86,1794.67,Individuals
5.13,327.7,Individuals
118.7,2250.27,Individuals
8.47,168.99,Individuals
1.38,184.3,Individuals
6.05,3662.31,Individuals
66.79,2517.61,Individuals
211.86,5107.3,Individuals
14.12,190.94,Individuals
11.8,137.04,Individuals
10.01,610.85,Individuals
12.16,179.83,Individuals
3.12,1104.76,Individuals
13.16,103.72,Individuals
9.88,484.51,Individuals
13.34,156.84,Individuals
3.96,927.08,Individuals
2.56,849.28,Individuals
2.46,1120.89,Individuals
14.36,121.8,Individuals
2.31,235.44,Individuals
3.95,1917.09,Individuals
1.08,2525.81,Individuals
3.69,2416.59,Individuals
0.84,764.62,Individuals
2.7,127.03,Individuals
1148.53,8529.65,Individuals
0.85,21474.83,Individuals
1.83,333.62,Individuals
8.44,130.58,Individuals
0.98,165.45,Individuals
16.6,13837.74,Individuals
126.92,6562.99,Individuals
3.04,431.95,Individuals
8.14,174.12,Individuals
8.55,132.54,Individuals
9.6,5009.69,Individuals
6.71,165.31,Individuals
6.84,8806.49,Individuals
382.52,7992.64,Individuals
1.55,131.5,Individuals
1.03,164.04,Individuals
16.43,67615.96,Individuals
113.77,7040.27,Individuals
13.42,7471.91,Individuals
142.5,2922.86,Individuals
9.97,1711.33,Individuals
145.8,1786.42,Individuals
5.05,124.97,Individuals
2.21,253.4,Individuals
7.85,25703.59,Individuals
13.93,189.29,Individuals
2.08,126.33,Individuals
92.02,5771.76,Individuals
6.52,243.55,Individuals
2.36,385.17,Individuals
2.67,234.85,Individuals
11.15,1062.99,Individuals
16.28,168.72,Individuals
12.06,1180764.9,Individuals
7.05,122.83,Individuals
10.17,10708.17,Individuals
3.24,421.31,Individuals
2.02,199.94,Individuals
16.62,113250.97,Individuals
2.81,1278.83,Individuals
14.34,324.24,Individuals
10.61,205.5,Individuals
1.6,422.46,Individuals
10.8,95.66,Individuals
6.64,118.23,Individuals
24.69,1332.09,Individuals
12.57,830.46,Individuals
153.54,4415.98,Individuals
17.49,7026.26,Individuals
288.19,3434.98,Individuals
4.85,723.04,Individuals
3.65,174.71,Individuals
12.6,441.18,Individuals
11.38,162.17,Individuals
2.45,182.97,Individuals
9.58,604.72,Individuals
2.48,660.73,Individuals
3.72,382.71,Individuals
1.6,186.18,Individuals
10.76,683.85,Individuals
2.62,394.53,Individuals
7.78,561.85,Individuals
73.38,2006.54,Individuals
21.71,166345.42,Individuals
11.14,158.61,Individuals
10.35,348.57,Individuals
44.44,7028.05,Individuals
1.42,339.97,Individuals
1.58,169.24,Individuals
1.4,128.26,Individuals
14.35,128,Individuals
13.51,215.29,Individuals
106.91,8350.36,Individuals
11.28,159.84,Individuals
6.23,118.99,Individuals
2.53,1048.99,Individuals
2.36,525.23,Individuals
14.34,127.99,Individuals
6.44,212.88,Individuals
1.11,167.74,Individuals
2.91,597.7,Individuals
5.53,351.33,Individuals
1.32,201.89,Individuals
15.68,271.09,Individuals
3.8,1612.5,Individuals
1.53,223.67,Individuals
1.4,326.15,Individuals
2.86,172.33,Individuals
6.79,209.49,Individuals
5.76,215.93,Individuals
16.07,620366.9,Individuals
1.29,504.31,Individuals
10.56,1744.68,Individuals
13.88,132.1,Individuals
6,329.8,Individuals
2.45,790,Individuals
1.84,516.58,Individuals
0.99,350.53,Individuals
1.06,340.28,Individuals
1.04,167.39,Individuals
2.43,127.85,Individuals
43.19,114.96,Individuals
16.88,137.13,Individuals
983.35,6772.43,Individuals
107.72,1936.76,Individuals
7.45,774.29,Individuals
116.78,1643.56,Individuals
52.78,116.95,Individuals
1.2,349.19,Individuals
25.63,262.24,Individuals
0.86,9723.66,Individuals
9.97,124.87,Individuals
1130.68,7451.2,Individuals
219.9,7075.69,Individuals
19.92,941.85,Individuals
7.89,8846.56,Individuals
2.66,124.88,Individuals
15.77,126.05,Individuals
5.22,147.73,Individuals
11.56,20321.42,Individuals
15.22,3888.04,Individuals
3.88,122,Individuals
9.2,6837.64,Individuals
2.64,374.07,Individuals
2.76,262.37,Individuals
12.51,1305.06,Individuals
102.76,3068.05,Individuals
177.69,2830.28,Individuals
2.58,245.22,Individuals
65,2250.47,Individuals
2.75,717.04,Individuals
4.09,180.48,Individuals
16.01,39391.33,Individuals
2.08,258.02,Individuals
43.08,10459.18,Individuals
519.56,4731.16,Individuals
2.11,917.88,Individuals
3.29,1455.4,Individuals
316.91,9436.68,Individuals
4.54,705.89,Individuals
2.92,241.51,Individuals
6.03,1869,Individuals
150.44,3451.89,Individuals
37.81,8148.46,Individuals
7.45,1206.96,Individuals
12.39,564.51,Individuals
11.7,165.12,Individuals
1.81,262.42,Individuals
153.14,2045.43,Individuals
13.68,497.21,Individuals
10.28,20615.11,Individuals
11.71,164.17,Individuals
17.19,224287.81,Individuals
74.84,1370.47,Individuals
13.34,292.18,Individuals
288.74,4949.34,Individuals
10.73,1060,Individuals
15.69,126.63,Individuals
11.86,244.32,Individuals
38.94,3634.93,Individuals
15.58,129.88,Individuals
14.19,128.27,Individuals
1.63,126.88,Individuals
11.09,240.23,Individuals
257.33,2828.64,Individuals
18.84,153.7,Individuals
201.37,4304.5,Individuals
1.87,223.23,Individuals
3.27,130.11,Individuals
46.78,1664.31,Individuals
254.23,2718.58,Individuals
1.11,134.38,Individuals
6.87,1843.26,Individuals
1.4,155.16,Individuals
12.36,1268.12,Individuals
84.32,1724.48,Individuals
249.56,7858.75,Individuals
23.67,131.42,Individuals
2.03,189.31,Individuals
12.66,720.72,Individuals
4.73,120.4,Individuals
8.66,19240.42,Individuals
2.07,127.66,Individuals
5.57,114.02,Individuals
1.36,314.51,Individuals
12.22,356.66,Individuals
1.7,361.69,Individuals
4.18,750.98,Individuals
7.09,156.79,Individuals
41.05,360312.14,Individuals
1.66,289.7,Individuals
13.27,345.76,Individuals
15.96,122.96,Individuals
15.15,53439.54,Individuals
7.82,117.09,Individuals
1.94,453.12,Individuals
13.54,243.18,Individuals
20.98,124.06,Individuals
0.8,11807.89,Individuals
12.23,256243.05,Individuals
7.1,157.51,Individuals
8.62,140.35,Individuals
13.65,146.48,Individuals
602.87,6563.49,Individuals
2.32,298.74,Individuals
2.37,5848.75,Individuals
13.48,117.24,Individuals
16.91,890.55,Individuals
2.18,380.57,Individuals
8.41,275.78,Individuals
23.22,26882.72,Individuals
14.06,116.8,Individuals
2.67,360.85,Individuals
5.41,288.78,Individuals
10.47,143.14,Individuals
13.54,313.98,Individuals
2.72,4014.27,Individuals
12.58,8940.47,Individuals
397.38,5634.72,Individuals
12.06,18250.55,Individuals
6.14,3638.51,Individuals
2,217.5,Individuals
1.35,141.41,Individuals
2.92,129.3,Individuals
1.69,269.73,Individuals
240.8,5510.73,Individuals
350.55,8472.25,Individuals
3.73,446.72,Individuals
10.77,769.29,Individuals
19.22,234.13,Individuals
2.02,141.99,Individuals
14.37,159.71,Individuals
3.59,267.32,Individuals
1.86,138.18,Individuals
0.82,5474.63,Individuals
2.12,244.08,Individuals
4.06,149.74,Individuals
2.34,983.29,Individuals
9.98,160.61,Individuals
6.94,15862.55,Individuals
1.63,1215.78,Individuals
6.57,115.39,Individuals
6.72,113.83,Individuals
1.12,170.03,Individuals
12.37,12456.34,Individuals
1.61,253.41,Individuals
13.58,148.84,Individuals
2.68,864.87,Individuals
1.54,211.39,Individuals
8.84,652.91,Individuals
13.76,406.06,Individuals
14.44,27766.45,Individuals
13.2,125.82,Individuals
11.84,26231.9,Individuals
1.93,157.16,Individuals
4.53,304.25,Individuals
6.88,126.19,Individuals
6.36,233.83,Individuals
1.42,281.93,Individuals
5.07,216.39,Individuals
0.87,17687.19,Individuals
4.61,143.44,Individuals
1.67,320.98,Individuals
3.09,268.94,Individuals
3.6,938.23,Individuals
1.4,169.48,Individuals
5.18,136.89,Individuals
6.24,764.23,Individuals
125.12,2247.87,Individuals
4.82,159.53,Individuals
56.27,2690848.12,Individuals
14.58,91166.55,Individuals
45.54,7547.46,Individuals
1.2,135709.61,Individuals
5.8,1574673.21,Individuals
89.42,256116.97,Individuals
146.7,620759.57,Individuals
73.65,58645.33,Individuals
4.62,36182.21,Individuals
10.45,2263.35,Individuals
9.29,2288.91,Individuals
7.66,29766.35,Individuals
1.01,95947.76,Individuals
56.08,8004.18,Individuals
14.7,54524.31,Individuals
7.81,91001.89,Individuals
36.04,554957.58,Individuals
6.34,39890.21,Individuals
10.43,2233.04,Individuals
9.79,2205.03,Individuals
11.24,271948.6,Individuals
10.02,2262.16,Individuals
10.15,2337.13,Individuals
9.1,2216.52,Individuals
39.48,10853.49,Individuals
56.43,3596.94,Individuals
1.26,2128.72,Individuals
9.67,2142.51,Individuals
13.16,3313.72,Individuals
8.59,2264.09,Individuals
12.2,2086.24,Individuals
8.89,2155.93,Individuals
9.12,4226.25,Individuals
10.42,2233.03,Individuals
7.48,2294.27,Individuals
17.36,3306.09,Individuals
19.14,2143.19,Individuals
169.24,8848.58,Individuals
12.08,3727.11,Individuals
84.81,8407.34,Individuals
9.35,2154.98,Individuals
8.07,2142.53,Individuals
9.84,2044.09,Individuals
7.64,2055.07,Individuals
9.23,1409.71,Individuals
9.84,2088.84,Individuals
16.69,2075.97,Individuals
199.84,211347.4,Individuals
7.39,2277.91,Individuals
6.08,6375.15,Individuals
9.51,1592.39,Individuals
6.4,1282.4,Individuals
9.51,2058.74,Individuals
99.47,3417.57,Individuals
11.45,13115.13,Individuals
417.85,11327.63,Individuals
418.36,13779.75,Individuals
12.38,1226.01,Individuals
8.17,1249.35,Individuals
10.42,1439.67,Individuals
7.72,1242.7,Individuals
9.89,2099.91,Individuals
9.3,2337.46,Individuals
10.12,1238.14,Individuals
16.78,21056.45,Individuals
7.73,1818.92,Individuals
6.13,3042.21,Individuals
124.51,3409.15,Individuals
13.15,1234.81,Individuals
10.29,1208.95,Individuals
20.19,2474.01,Individuals
10.57,2785.55,Individuals
16.88,122314.71,Individuals
20.21,1387.22,Individuals
8.13,1590.49,Individuals
11.64,1852.72,Individuals
14.88,1248.5,Individuals
22.92,1297.78,Individuals
22.87,1186.17,Individuals
22.75,113037.65,Individuals
9.23,1225.76,Individuals
13.13,1197.1,Individuals
13.14,1543.36,Individuals
41.11,264550.6,Individuals
32.37,2770.21,Individuals
28.45,1106.85,Individuals
21.27,1155.36,Individuals
15.84,465655.72,Individuals
25.62,1161.16,Individuals
12.98,1219.09,Individuals
7.18,2980.69,Individuals
8.3,1210.95,Individuals
3.08,701.02,Individuals
8.74,725.67,Individuals
13.41,662.34,Individuals
21.25,667.51,Individuals
19.69,2595.16,Individuals
5.62,1440.38,Individuals
13.25,2439.32,Individuals
15.99,664.53,Individuals
17.42,590.79,Individuals
9.68,850.94,Individuals
12.75,14373.05,Individuals
1113.48,16858.5,Individuals
10.43,695.31,Individuals
15.03,685.81,Individuals
12.07,16886.9,Individuals
410.56,5437.49,Individuals
802.13,9604.68,Individuals
27.7,20316.13,Individuals
17.56,1526.48,Individuals
16.18,2315.9,Individuals
8.99,939.89,Individuals
723.65,8907.12,Individuals
10.22,234.1,Individuals
19.14,194.01,Individuals
8.12,267.97,Individuals
8.19,269.48,Individuals
9.1,281.03,Individuals
9.65,276.14,Individuals
16.96,5296.29,Individuals
24.51,1422.02,Individuals
23.28,244.8,Individuals
22.91,1311.48,Individuals
17.16,192.43,Individuals
58.33,2925.38,Individuals
7.89,350.06,Individuals
1101.09,10873.28,Individuals
23.56,280.87,Individuals
23.81,3292.39,Individuals
415.06,3943.48,Individuals
8.43,743.02,Individuals
17.16,192.45,Individuals
14.36,19294.9,Individuals
22.73,1313.21,Individuals
2.84,647.73,Individuals
20.37,177.86,Individuals
22.77,709.66,Individuals
212.11,5656.87,Individuals
585.01,4864.84,Individuals
23.34,240.66,Individuals
15.04,286.25,Individuals
8.35,769.57,Individuals
23.96,175.15,Individuals
23.98,192.79,Individuals
24.05,207.03,Individuals
24.68,14130.2,Individuals
24.3,192.28,Individuals
20.15,223.02,Individuals
8.82,189.75,Individuals
15.34,280.88,Individuals
825.27,6139.02,Individuals
1046.47,7265.63,Individuals
7.87,353.23,Individuals
24.63,1269.93,Individuals
764.81,6780.47,Individuals
16.25,229.71,Individuals
11.45,645.07,Individuals
20.99,182.63,Individuals
23.6,193.39,Individuals
9.28,360.03,Individuals
17.75,51442.78,Individuals
17.89,468.46,Individuals
17.09,1522.07,Individuals
18.11,1838.11,Individuals
9.48,384.32,Individuals
9.91,217.98,Individuals
18.65,2835.03,Individuals
6.2,282.43,Individuals
9.22,386.6,Individuals
8.04,400.63,Individuals
11.15,342.6,Individuals
10.96,364.27,Individuals
0.93,953.79,Individuals
23.69,174.58,Individuals
15.72,183.62,Individuals
23.79,179.94,Individuals
9.74,223.16,Individuals
26.98,1385.28,Individuals
11.02,401.03,Individuals
22.85,130.56,Individuals
25.88,188.28,Individuals
9.51,1897.32,Individuals
24.1,207.17,Individuals
12.55,18572.41,Individuals
9.76,321.19,Individuals
19.51,181.46,Individuals
11.11,229.86,Individuals
17.91,735.7,Individuals
411.07,3424.67,Individuals
15.8,170.89,Individuals
14.8,727.91,Individuals
8.64,380.16,Individuals
8.71,147.57,Individuals
8.33,291.08,Individuals
8.77,175.61,Individuals
19.3,189.57,Individuals
12.31,12887.09,Individuals
8.78,173.55,Individuals
12.69,28949.72,Individuals
10.56,2482.28,Individuals
13.83,923.9,Individuals
400.04,3397.3,Individuals
329.23,4361.67,Individuals
2.82,211.26,Individuals
10.19,163.59,Individuals
7.99,157.35,Individuals
12.06,4442.58,Individuals
